,name,github_id,pypi_id,category,labels,homepage,dependent_project_count,github_dependent_project_count,contributor_count,github_url,license,created_at,updated_at,projectrank,fork_count,open_issue_count,star_count,description,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_monthly_downloads,monthly_downloads,show,projectrank_placing,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,new_addition,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitee_id,gitee_url,watchers_count,trending,greasy_fork_id,greasy_fork_url,greasy_fork_code_url,greasy_fork_total_installs,greasy_fork_fan_score,docs_url
118,bit-jwc-v1,Freeza91/bit-jwc-v1,,academic,,https://github.com/Freeza91/bit-jwc-v1,,,1.0,https://github.com/Freeza91/bit-jwc-v1,,2014-11-06 13:43:18.000,2014-12-22 07:28:41,2,,,3.0,教务处数据、微信交互、登录北理在线、课表简单排序。.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
119,北理FTP联盟定时自动刷贴,Freeza91/bit-ftp,,org,,https://github.com/Freeza91/bit-ftp,,,2.0,https://github.com/Freeza91/bit-ftp,,2014-10-12 14:39:52.000,2014-10-27 03:59:47,2,,,3.0,"北理FTP联盟自动刷贴,定时分析帖子.",,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
120,BITLogin-Node,BIT-BOBH/BITLogin-Node,,srun,['web'],https://github.com/BIT-BOBH/BITLogin-Node,,,1.0,https://github.com/BIT-BOBH/BITLogin-Node,,2022-08-18 16:30:25.000,2022-08-18 16:31:04,2,,,3.0,北理工统一身份验证第三方接入的NodeJS实现.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
121,北理工-大一上学期-C语言程序设计-乐学lexueOJ-所有题目的AC代码合集,liujiaqun/BIT-C,,learning,,https://github.com/liujiaqun/BIT-C,,,1.0,https://github.com/liujiaqun/BIT-C,,2024-06-14 11:27:15.303,2024-05-11 14:09:08,2,,,3.0,北京理工大学-C语言程序设计代码-乐学lexueOJ-所有题目的AC代码合集.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
122,donglinkang2021/os_review,donglinkang2021/os_review,,learning,,https://github.com/donglinkang2021/os_review,,,1.0,https://github.com/donglinkang2021/os_review,,2024-10-01 10:36:50.270,2023-12-08 07:06:08,2,,,3.0,北京理工大学操作系统期末考试复习笔记.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
123,BIT_TechRep_CN,yuzhangbit/BIT_TechRep_CN,,template,['latex'],https://github.com/yuzhangbit/BIT_TechRep_CN,,,2.0,https://github.com/yuzhangbit/BIT_TechRep_CN,,2016-03-19 20:47:20.000,2016-09-29 04:55:30,2,3.0,,2.0,A technique report latex template for BIT.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
124,问答：操作系统原理,YDX-2147483647/os_qa,,learning,,https://github.com/YDX-2147483647/os_qa,,,1.0,https://github.com/YDX-2147483647/os_qa,,2022-10-31 06:56:50.000,2022-10-31 07:49:46,2,,,2.0,问答：操作系统原理。 （2022年9月至10月）.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
125,auto_course_select,entalent/auto_course_select,,academic,,https://github.com/entalent/auto_course_select,,,1.0,https://github.com/entalent/auto_course_select,,2017-09-16 08:28:04.000,2017-09-16 08:28:05,2,,,2.0,"A python program for auto selecting course, based on selenium.",,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
126,BIT-thesis-template,PolarLion/BIT-thesis-template,,template,['latex'],https://github.com/PolarLion/BIT-thesis-template,,,1.0,https://github.com/PolarLion/BIT-thesis-template,,2025-09-06 12:24:14.444,2022-10-03 05:35:54,2,,,1.0,北京理工大学研究生毕业论文无bug模板-template for graduate thesis of Beijing Institute of Technology (No bug ver.).,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
127,嵌入式系统原理与应用/v853-bare,,,learning,"['asm', 'cpp']",https://gitee.com/bitpmcrg/v853-bare,,,,,MIT,2022-11-21 11:15:20.000,2023-05-07 14:02:29,2,1.0,,1.0,全志v853芯片裸机开发示例程序。.,,,,,,,,False,3.0,,,,,,,,,,,,bitpmcrg/v853-bare,https://gitee.com/bitpmcrg/v853-bare,1.0,,,,,,,
128,YanhePrivilege,BIT-BOBH/YanhePrivilege,,academic,['web'],https://github.com/BIT-BOBH/YanhePrivilege,,,1.0,https://github.com/BIT-BOBH/YanhePrivilege,,2022-06-28 13:32:40.000,2022-06-28 13:37:39,2,,,1.0,A tampermonkey script that allows you to play any class video in YanheKetang.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
129,zaiBIT,phy25/zaiBITstatic,,agg,,https://zaibit.com,,,1.0,https://github.com/phy25/zaiBITstatic,,2016-08-03 07:02:13.000,2016-10-26 13:40:26,2,,,1.0,zaibit.com static site.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
130,北京理工大学集成电路设计实践1,Devil-SX/integrated_circuit_practice,,learning,['hdl'],https://github.com/Devil-SX/integrated_circuit_practice,,,1.0,https://github.com/Devil-SX/integrated_circuit_practice,,2022-05-16 14:36:00.000,2022-05-23 08:13:14,2,1.0,,1.0,百丽宫集成电路设计实践课.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
131,组织部芝士虾,bitnp/cheesy-shrimp,,org,,https://bitnp.github.io/cheesy-shrimp/,,,4.0,https://github.com/bitnp/cheesy-shrimp,,2023-07-19 08:20:03.000,2025-02-26 16:04:43,2,2.0,,1.0,2023年夏在QQ群“2022网协组织部”发生的 stand alone complex 现象。.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
132,BIT_Second_Round_Exam,Sologala/BIT_Second_Round_Exam,,learning,,https://github.com/Sologala/BIT_Second_Round_Exam,,,1.0,https://github.com/Sologala/BIT_Second_Round_Exam,,2019-02-20 08:57:00.000,2019-03-22 09:09:22,2,,,1.0,北京理工大学复试历年上机代码.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
133,Python语言程序设计 学习笔记,crazykuma/LearnPythonBIT,,learning,,https://github.com/crazykuma/LearnPythonBIT,,,1.0,https://github.com/crazykuma/LearnPythonBIT,,2019-07-22 11:01:48.000,2019-08-03 06:41:08,2,1.0,,1.0,Python语言程序设计_北京理工大学.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
134,bit_economy,haohaolalahao/bit_economy,,learning,,https://github.com/haohaolalahao/bit_economy,,,,https://github.com/haohaolalahao/bit_economy,,2018-04-30 02:47:20.000,2018-05-05 22:59:06,2,2.0,,1.0,经济学概论前八周已做过题目题库.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
135,SenseCaption,sukurajima-mai/SenseCaption,,academic,,https://github.com/sukurajima-mai/SenseCaption,,,1.0,https://github.com/sukurajima-mai/SenseCaption,,2026-06-14 15:01:11.073,2026-05-29 07:46:03,2,,,1.0,课程录像一键生成字幕 · 本地推理无需GPU · 支持批量处理与LLM术语纠错.,,,,,,,,True,3.0,,,,,,,,,,,,,,,,,,,,,
136,HowMuch,RaulWei/HowMuch,,academic,"['python', 'web']",https://github.com/RaulWei/HowMuch,,,2.0,https://github.com/RaulWei/HowMuch,,2015-06-07 11:43:54.000,2015-08-03 12:03:24,2,1.0,,,北京理工大学研究生教务处机器人.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
137,BIT CAS login,,,misc,['python'],https://gitee.com/felinae98/BIT-CAS-login,,,,,GPL-3.0,2018-01-10 14:41:27.000,2020-12-19 13:26:52,2,0.0,,,login to login.bit.edu.cn.,,,,,,,,False,3.0,,,,,,,,,,,,felinae98/BIT-CAS-login,https://gitee.com/felinae98/BIT-CAS-login,1.0,,,,,,,
138,bit_jwc,haohaolalahao/bit_jwc,,academic,['python'],https://github.com/haohaolalahao/bit_jwc,,,1.0,https://github.com/haohaolalahao/bit_jwc,,2017-12-21 09:13:18.000,2018-01-02 00:45:08,2,1.0,,,成绩查询、考试信息查询、一键评教。.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
139,BIT-linux-login,long-username/BIT-linux-login,,srun,['web'],https://github.com/long-username/BIT-linux-login,,,1.0,https://github.com/long-username/BIT-linux-login,,2020-07-30 05:06:54.000,2020-07-30 05:08:18,2,,,,北京理工大学，命令行-登陆客户端，支持 linux，windows 以及 macos。主要作为 ssh 远程登录.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
140,学生事务中心办事指南,,,agg,,https://howto.info.bit.edu.cn/,,,,,CC BY 4.0,,2021-11-26,2,,,,“办事指南” DokuWiki 站点，由北京理工大学学生事务中心建立，目前处于试运行阶段。.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
141,helping-check-answer,,,misc,['web'],https://greasyfork.org/scripts/367662-helping-check-answer,,,,,,2018-05-07 16:05:09.000,2018-05-07 16:07:38,2,,,,形势政策答题查询.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,367662.0,https://greasyfork.org/scripts/367662,https://update.greasyfork.org/scripts/367662/helping-check-answer.user.js,1087.0,5.0,
142,BIT-Moodle-Video-Speed-Up,,,academic,['web'],https://greasyfork.org/scripts/396818-bit-moodle-video-speed-up,,,,,,2020-02-24 07:32:06.000,2020-02-24 07:32:06,2,,,,北理乐学视频倍率播放.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,396818.0,https://greasyfork.org/scripts/396818,https://update.greasyfork.org/scripts/396818/BIT-Moodle-Video-Speed-Up.user.js,161.0,5.0,
143,北理乐学视频下载助手,,,academic,['web'],https://greasyfork.org/scripts/422933-%E5%8C%97%E7%90%86%E4%B9%90%E5%AD%A6%E8%A7%86%E9%A2%91%E4%B8%8B%E8%BD%BD%E5%8A%A9%E6%89%8B,,,,,,2021-03-09 09:02:21.000,2021-03-09 09:02:21,2,,,,将课程列表的播放页面链接替换成视频文件下载链接！.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,422933.0,https://greasyfork.org/scripts/422933,https://update.greasyfork.org/scripts/422933/%E5%8C%97%E7%90%86%E4%B9%90%E5%AD%A6%E8%A7%86%E9%A2%91%E4%B8%8B%E8%BD%BD%E5%8A%A9%E6%89%8B.user.js,21.0,5.0,
144,BIT-Moodle-Theme-Enhance,fky2015/BIT-Moodle-dracula-Theme,,academic,['web'],https://greasyfork.org/scripts/397151-bit-moodle-theme-enhance,,,,,,2020-03-01 13:25:46.000,2020-03-04 03:55:06,2,,,,provide mordern theme design for moodle system.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,397151.0,https://greasyfork.org/scripts/397151,https://update.greasyfork.org/scripts/397151/BIT-Moodle-Theme-Enhance.user.css,33.0,5.0,
145,北理乐学美化,,,academic,['web'],https://greasyfork.org/scripts/415353-%E5%8C%97%E7%90%86%E4%B9%90%E5%AD%A6%E7%BE%8E%E5%8C%96,,,,,,2020-11-03 04:17:44.000,2020-11-03 04:17:44,2,,,,优化乐学的显示界面.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,415353.0,https://greasyfork.org/scripts/415353,https://update.greasyfork.org/scripts/415353/%E5%8C%97%E7%90%86%E4%B9%90%E5%AD%A6%E7%BE%8E%E5%8C%96.user.js,16.0,5.0,
146,神楽坂暮雪/延河课堂视频下载,,,academic,['web'],https://greasyfork.org/scripts/420055-%E5%BB%B6%E6%B2%B3%E8%AF%BE%E5%A0%82%E8%A7%86%E9%A2%91%E4%B8%8B%E8%BD%BD,,,,,,2021-01-12 06:18:04.000,2021-01-12 10:40:09,2,,,,下载延河课堂视频，方便下载.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,420055.0,https://greasyfork.org/scripts/420055,https://update.greasyfork.org/scripts/420055/%E5%BB%B6%E6%B2%B3%E8%AF%BE%E5%A0%82%E8%A7%86%E9%A2%91%E4%B8%8B%E8%BD%BD.user.js,212.0,5.0,
147,让北理工网站正常一点,,,edu-cn,['web'],https://greasyfork.org/scripts/33194-%E8%AE%A9%E5%8C%97%E7%90%86%E5%B7%A5%E7%BD%91%E7%AB%99%E6%AD%A3%E5%B8%B8%E4%B8%80%E7%82%B9,,,,,,2017-09-14 12:55:48.000,2017-11-24 15:27:19,2,,,,让北理工网站能够在chrome/firefox/等上正常运行.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,33194.0,https://greasyfork.org/scripts/33194,https://update.greasyfork.org/scripts/33194/%E8%AE%A9%E5%8C%97%E7%90%86%E5%B7%A5%E7%BD%91%E7%AB%99%E6%AD%A3%E5%B8%B8%E4%B8%80%E7%82%B9.user.js,50.0,5.0,
148,BIT 新版物理实验选课系统增强,,,academic,,https://greasyfork.org/scripts/529476-bit-%E6%96%B0%E7%89%88%E7%89%A9%E7%90%86%E5%AE%9E%E9%AA%8C%E9%80%89%E8%AF%BE%E7%B3%BB%E7%BB%9F%E5%A2%9E%E5%BC%BA,,,,,,2025-03-11 08:36:26.000,2025-03-11 08:36:26,2,,,,史山破破烂烂，小猫缝缝补补.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,529476.0,https://greasyfork.org/scripts/529476,https://update.greasyfork.org/scripts/529476/BIT%20%E6%96%B0%E7%89%88%E7%89%A9%E7%90%86%E5%AE%9E%E9%AA%8C%E9%80%89%E8%AF%BE%E7%B3%BB%E7%BB%9F%E5%A2%9E%E5%BC%BA.user.js,2.0,5.0,
149,CourseGrab,LingRuo-BIT/CourseGrab,,academic,,{},,,,,MIT,,,2,,,,,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
150,LingRuo-BIT/BITBusGrab,LingRuo-BIT/BITBusGrab,,cal,,{},,,,,MIT,,,2,,,,,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
151,YaphetLee2002/BITBusGrab,YaphetLee2002/BITBusGrab,,cal,,{},,,,,MIT,,,2,,,,,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
152,ACM寒假集训,,,exp,,https://gitee.com/TastyHeadphones/BITACM,,,,,,2021-01-25 17:44:51.000,2024-09-28 22:32:23,1,1.0,,4.0,北京理工大学ACM集训ppt.,,,,,,,,False,3.0,,,,,,,,,,,,TastyHeadphones/BITACM,https://gitee.com/TastyHeadphones/BITACM,1.0,,,,,,,
153,bit-cas-profile,liling/bit-cas-profile,,edu-cn,,https://github.com/liling/bit-cas-profile,,,1.0,https://github.com/liling/bit-cas-profile,,2011-02-01 16:24:42.000,2011-04-02 01:08:35,1,,,2.0,profile function of bit cas system.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
154,bit-cas-server,liling/bit-cas-server,,edu-cn,,https://github.com/liling/bit-cas-server,,,2.0,https://github.com/liling/bit-cas-server,,2011-02-24 12:59:10.000,2013-07-12 09:05:48,1,,,2.0,CAS Customization for BIT.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
155,AutoBook,,,cal,['java'],https://gitee.com/guang-ming-fu/auto-book,,,,,GPL-3.0,2021-12-02 00:28:26.000,2023-01-16 19:37:52,1,0.0,,1.0,自动预约北理工图书馆自习室的脚本（由于网站更新，光速失效）.,,,,,,,,False,3.0,,,,,,,,,,,,guang-ming-fu/auto-book,https://gitee.com/guang-ming-fu/auto-book,2.0,,,,,,,
156,bit正方教务处,,,academic,['python'],https://gitee.com/felinae98/bitJwcToolkit,,,,,GPL-2.0,2017-10-24 23:26:35.000,2020-12-19 13:26:52,1,0.0,,1.0,北理教务处套件.,,,,,,,,False,3.0,,,,,,,,,,,,felinae98/bitJwcToolkit,https://gitee.com/felinae98/bitJwcToolkit,1.0,,,,,,,
157,WebvpnExploit,BIT-BOBH/WebvpnExploit,,edu-cn,['web'],https://webvpn.bit.edu.cn/https/77726476706e69737468656265737421e7f2438a373e2652771cc7b69d5b2730bb0f351d/,,,1.0,https://github.com/BIT-BOBH/WebvpnExploit,,2022-10-09 12:22:25.000,2022-10-13 15:44:58,1,,,1.0,Exploit of cross domain vulnerabilities of webvpn.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
158,北京理工大学自动评教助手,,,academic,['python'],https://zhuanlan.zhihu.com/p/346248138,,,,,,2021-01-23 12:56:38.000,2021-11-18 12:09:48,1,0.0,,,【小工具】北京理工大学自动评教助手.,,,,,,,,False,3.0,,,,,,,,,,,,larry6799/pingjiao,https://gitee.com/larry6799/pingjiao,1.0,,,,,,,
159,英语学习笔记,,,learning,,https://bit-study-notes.gitee.io/college-english,,,,,,2023-03-03 16:33:26.000,2023-08-29 17:09:57,1,0.0,,,北理工大学英语学习笔记.,,,,,,,,False,3.0,,,,,,,,,,,,bit-study-notes/college-english,https://gitee.com/bit-study-notes/college-english,1.0,,,,,,,
160,校内服务器联网脚本,,,srun,['python'],https://gitee.com/burette/BIT-WEB,,,,,,2020-05-08 16:32:08.000,2020-12-19 08:24:27,1,0.0,,,北理工校内服务器联网脚本.,,,,,,,,False,3.0,,,,,,,,,,,,burette/BIT-WEB,https://gitee.com/burette/BIT-WEB,1.0,,,,,,,
161,BITNetworkTool,lgasyou/BITNetworkTool,,srun,['python'],https://github.com/lgasyou/BITNetworkTool,,,1.0,https://github.com/lgasyou/BITNetworkTool,,2026-06-25 23:24:21.385,2020-09-11 13:22:38,1,,,,北京理工大学校园网命令行连接工具.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
162,BIT Beamer Theme,,,template,,https://www.overleaf.com/latex/templates/bit-beamer-theme/ycbqhbxrqjvs,,,,,CC BY 4.0,,,1,,,,,,,,,,,,True,3.0,,,,,,,,,,,,,,,,,,,,,
163,北理工PPT模板（BITPPT）,,,template,,https://mp.weixin.qq.com/s/UhkYfN4KtJPU0wyqH4bFLg,,,,,,,2026-03-17,1,,,,选用北理代表的绿色和褐色，融入校徽、校训等校园文化元素，包含经典版（校本部 v5.5、珠海 v1.5）、先锋系列（两校区 × 延安红/北理绿）v1.0、简历模板 v1.1、投稿信模板..,,,,,,,,True,3.0,,,,,,,,,,,,,,,,,,,,,
164,torchattack,daisylab-bit/torchattack,,apollo,,{},5.0,5.0,9.0,,,,,1,,,,,,,,,,,,False,3.0,,,,,,,,,,,,,,,-10.0,,,,,,
165,BITNP 新生电脑选购指南,,,agg,,https://docs.qq.com/aio/p/scmzu718dzus0zl,,,,,,,2024-09-07,1,,,,本篇电脑推荐表旨在以较为普适而全面的视角，依据参数和价格推荐适合同学们在校园使用的笔记本。（电脑诊所是我校纯志愿性质组织，为全校师生无偿提供电脑维护服务。）.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
166,Bing Sun ➡️ Teaching,sunamss/sunamss.github.io,,learning,,https://sunamss.github.io/teaching.html,,,,,,,,1,,,,孙兵老师是我校数学学院教授，《工科数学分析》教材作者之一。该网页有教材及习题全解勘误、学期情况和PPT课件、教学大纲、试题试卷等资料。.,,,,,,,,True,3.0,,,,,,,,,,,,,,,,,,,,,
167,Python机器学习应用,,,learning,,https://gitee.com/chen_zi_chung/Machine-Learning-with-Python,,,,,,2020-04-22 08:20:38.000,2022-03-11 09:45:47,0,0.0,,1.0,北京理工大学Python相关系列全套课程.,,,,,,,,False,,,,,,,,,,,,,chen_zi_chung/Machine-Learning-with-Python,https://gitee.com/chen_zi_chung/Machine-Learning-with-Python,1.0,,,,,,,
168,北京理工大学计算机学院视觉形象系统,BITCS1958/BITCS-Visual-image-recognition-system,,org,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
169,BIT-Titled-Letter-Paper,jincao2013/BIT-Titled-Letter-Paper,,office,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
170,BIT睿信空间预约,bitrxc/bitrxc-server,,cal,['web'],https://bitrxc.com,,,6.0,,,,,0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
171,片上系统设计,silenuszhi/SoC_Design_Archive,,exp,['hdl'],{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
172,BIT-Thesis-Bachelor,wanicca/BIT-Thesis-Bachelor,,template,['latex'],https://www.overleaf.com/latex/templates/bei-jing-li-gong-da-xue-zi-dong-hua-xue-yuan-kai-ti-bao-gao-mo-ban/cxkjykzkgstb,,,,,,,,0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
173,FDUZS/BIThesis,FDUZS/BIThesis,,template,['latex'],{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
174,合成北理工,,,misc,['web'],https://daxigua.liyupi.com,,,,,,2021-01-30 12:27:52.000,2021-08-30 12:59:22,0,0.0,,,,,,,,,,,False,,,,,,,,,,,,,boboaini/synthetic-north-technology,https://gitee.com/boboaini/synthetic-north-technology,1.0,,,,,,,
175,智能制造与智能计算实验室,,,exp,,https://leidawt.gitee.io/bit-pse-public/,,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,leidawt/bit-pse,,,,,,,,,
176,北理工延河课堂视频下载,HansZ8/YanHeKT_Downloader,,academic,['python'],{},,,3.0,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,-10.0,,,,,,
177,cst-notifier,UnicornBoss/cst-notifier,,agg,['python'],{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
178,Rust-toys ➡️ bitlogin,Aloxaf/Rust-toys,,srun,['rust'],{},,,,,,,,0,,,,10_0_0_55_login 的 rust 实现.,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
179,BIT-campus-network-CLI,LiJinyao/BIT-campus-network-CLI,,srun,['web'],{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
180,BIT-Online-Judge,Lylist/BIT-Online-Judge,,misc,,{},,,3.0,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
181,基于Selenium的BIT-Web登录脚本,MmDawN/BIT_Srun_Login_Selenium,,srun,['python'],{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
182,图书馆座位预约系统辅助工具,DefJia/Auto_Reservation_System_BE,,cal,['python'],{},,,3.0,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
183,BITSTAR,WangTe/BITSTAR,,agg,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
184,北京理工大学邮箱推送服务,lywly/BIT_Mail_Monitor,,misc,['python'],{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
185,BIT_Mail_Backup,lywly/BIT_Mail_Backup,,misc,['python'],{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
186,BIT-Auto-Login-System,majingbit/BIT-Auto-Login-System,,srun,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
187,BIT_Network_Login,lxalxy/BIT_Network_Login,,srun,['python'],{},,,3.0,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
188,yanhekt-killer,LeiyaoCui/yanhekt-killer,,academic,['web'],{},,,,,,,,0,,,,"Eliminate the unfair authority, when we try to learn more in yanhekt.",,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
189,message_send,Z-ly/message_send,,office,['python'],{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
190,BITNP LibreSpeed 内网测速,everything411/speedtest-go,,edu-cn,,http://speed.bitnp.net/,,,15.0,,,,,0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
191,vouv/SrunBar,vouv/SrunBar,,srun,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
192,BlockIt,Devil-SX/BlockIt,,apollo,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
193,bit-genshin,xinyi-cherry/bit-genshin,,edu-cn,,https://userstyles.world/style/11791/default-slug,,,,,,,,0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
194,BIT_Automatic_praise_program,sycapple/BIT_Automatic_praise_program,,academic,,{},,,,,,,,0,,,,“北理工全自动好评系统”，可全部好评或选择想要差评的老师。.,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
195,Remaining-reminders-of-the-art-course,sycapple/Remaining-reminders-of-the-art-course,,academic,,{},,,,,,,,0,,,,本项目是基于selenium4的一个爬虫项目，旨在帮助没能抽中艺术课等自己心仪课程的同学一个再次选择的机会。.,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
196,Slide-Style,Devil-SX/Slide-Style,,apollo,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
197,钉钉i北理UI,yyysyyy/harmony-nb,,misc,,{},,,,,,,,0,,,,使用鸿蒙原生artks搭建了钉钉i北理的UI。.,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
198,Bitnoc12/CSAPP_BIT,Bitnoc12/CSAPP_BIT,,learning,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
199,Traccy-Debugging/BIT-CS-Learning,Traccy-Debugging/BIT-CS-Learning,,learning,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
200,CreateSDelightFabricJava,Phoupraw/CreateSDelightFabricJava,,apollo,,{},,,5.0,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
201,BIT-SCORE,yht0511/BIT-SCORE,,academic,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
202,Ri-Nai/BIT-Typst-Template,Ri-Nai/BIT-Typst-Template,,template,,{},,,3.0,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
203,huyufeifei/bitypst,huyufeifei/bitypst,,template,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
204,Quaternijkon/Typst_BIT,Quaternijkon/Typst_BIT,,template,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
205,open_ibit,yht0511/open_ibit,,edu-cn,,{},,,4.0,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
206,BIT-big-data,lan-tiancheng/BIT-big-data,,learning,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
207,Yanhekt-AutoSlides,bit-admin/Yanhekt-AutoSlides,,academic,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
208,Yanhekt-downloader-electron,bit-admin/Yanhekt-downloader-electron,,academic,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,-8.0,,,,,,
209,BitBusGrab,YaphetLee2002/BitBusGrab,,cal,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
210,BitBMTGrab,YaphetLee2002/BitBMTGrab,,cal,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
211,NetworkSecurity2019,Crysflair/NetworkSecurity2019,,edu-cn,,{},,,,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
212,bit-guide,yht0511/bit-guide,,agg,,{},,,3.0,,,,,0,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
213,BIT-SE,Ri-Nai-BIT-SE/BIT-SE,,learning,,{},,,,,,,,0,,,,北京理工大学软件工程课程个人学习经验分享.,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
